INSERT INTO LGINVOICE VALUES (960, '30-APR-11', 458, 29.18, 83792);
INSERT INTO LGINVOICE VALUES (366, '26-FEB-11', 214, 11.99, 83705);
INSERT INTO LGINVOICE VALUES (367, '26-FEB-11', 186, 620.28, 84106);
INSERT INTO LGINVOICE VALUES (369, '27-FEB-11', 99, 102.16, 84106);
INSERT INTO LGINVOICE VALUES (370, '27-FEB-11', 160, 147.54, 83878);
INSERT INTO LGINVOICE VALUES (372, '27-FEB-11', 153, 167.48, 84392);
INSERT INTO LGINVOICE VALUES (375, '27-FEB-11', 188, 290.88, 84191);
INSERT INTO LGINVOICE VALUES (376, '27-FEB-11', 157, 71.16, 83649);
INSERT INTO LGINVOICE VALUES (378, '28-FEB-11', 179, 443.18, 83537);
INSERT INTO LGINVOICE VALUES (379, '28-FEB-11', 216, 367.43, 83705);
INSERT INTO LGINVOICE VALUES (381, '28-FEB-11', 186, 149.9, 83878);
INSERT INTO LGINVOICE VALUES (384, '28-FEB-11', 217, 224.1, 84248);
INSERT INTO LGINVOICE VALUES (385, '28-FEB-11', 218, 357.01, 83705);
INSERT INTO LGINVOICE VALUES (387, '28-FEB-11', 168, 87.96, 84021);
INSERT INTO LGINVOICE VALUES (388, '02-MAR-11', 124, 366.14, 83593);
INSERT INTO LGINVOICE VALUES (390, '02-MAR-11', 203, 263.92, 83649);
INSERT INTO LGINVOICE VALUES (393, '02-MAR-11', 96, 319.61, 84191);
INSERT INTO LGINVOICE VALUES (394, '02-MAR-11', 156, 81.76, 84049);
INSERT INTO LGINVOICE VALUES (396, '02-MAR-11', 89, 99.52, 84334);
INSERT INTO LGINVOICE VALUES (397, '03-MAR-11', 189, 120.44, 84248);
INSERT INTO LGINVOICE VALUES (399, '03-MAR-11', 101, 283.94, 84021);
INSERT INTO LGINVOICE VALUES (402, '03-MAR-11', 221, 41.97, 84049);
INSERT INTO LGINVOICE VALUES (403, '03-MAR-11', 155, 41.99, 84219);
INSERT INTO LGINVOICE VALUES (404, '03-MAR-11', 222, 331.06, 83763);
INSERT INTO LGINVOICE VALUES (406, '04-MAR-11', 224, 61.95, 83565);
INSERT INTO LGINVOICE VALUES (407, '04-MAR-11', 213, 511.2, 84106);
INSERT INTO LGINVOICE VALUES (410, '04-MAR-11', 205, 258.14, 83593);
INSERT INTO LGINVOICE VALUES (412, '04-MAR-11', 196, 204.26, 84334);
INSERT INTO LGINVOICE VALUES (413, '04-MAR-11', 93, 169.89, 83649);
INSERT INTO LGINVOICE VALUES (415, '05-MAR-11', 220, 449.87, 83820);
INSERT INTO LGINVOICE VALUES (416, '05-MAR-11', 124, 88.94, 84248);
INSERT INTO LGINVOICE VALUES (419, '05-MAR-11', 162, 106.91, 83936);
INSERT INTO LGINVOICE VALUES (421, '05-MAR-11', 183, 158.95, 83850);
INSERT INTO LGINVOICE VALUES (422, '05-MAR-11', 227, 225.64, 83964);
INSERT INTO LGINVOICE VALUES (424, '05-MAR-11', 161, 260.88, 83878);
INSERT INTO LGINVOICE VALUES (427, '06-MAR-11', 230, 466.87, 84276);
INSERT INTO LGINVOICE VALUES (428, '06-MAR-11', 158, 232.88, 83993);
INSERT INTO LGINVOICE VALUES (430, '06-MAR-11', 231, 267.33, 83820);
INSERT INTO LGINVOICE VALUES (431, '06-MAR-11', 232, 13.39, 84078);
INSERT INTO LGINVOICE VALUES (433, '06-MAR-11', 233, 280.47, 84078);
INSERT INTO LGINVOICE VALUES (436, '07-MAR-11', 234, 205.25, 83734);
INSERT INTO LGINVOICE VALUES (437, '07-MAR-11', 235, 193.94, 84420);
INSERT INTO LGINVOICE VALUES (439, '07-MAR-11', 194, 83.31, 84134);
INSERT INTO LGINVOICE VALUES (440, '07-MAR-11', 236, 166.52, 84163);
INSERT INTO LGINVOICE VALUES (441, '07-MAR-11', 205, 255.36, 83677);
INSERT INTO LGINVOICE VALUES (444, '08-MAR-11', 238, 279.09, 83906);
INSERT INTO LGINVOICE VALUES (445, '08-MAR-11', 239, 105.15, 84276);
INSERT INTO LGINVOICE VALUES (446, '08-MAR-11', 240, 231.6, 83677);
INSERT INTO LGINVOICE VALUES (448, '08-MAR-11', 242, 193.44, 84191);
INSERT INTO LGINVOICE VALUES (449, '08-MAR-11', 227, 320.94, 84392);
INSERT INTO LGINVOICE VALUES (450, '08-MAR-11', 243, 216.91, 83993);
INSERT INTO LGINVOICE VALUES (451, '08-MAR-11', 199, 213.16, 83763);
INSERT INTO LGINVOICE VALUES (453, '09-MAR-11', 225, 222.27, 83705);
INSERT INTO LGINVOICE VALUES (454, '09-MAR-11', 244, 136.3, 83993);
INSERT INTO LGINVOICE VALUES (455, '09-MAR-11', 245, 11.99, 84276);
INSERT INTO LGINVOICE VALUES (456, '09-MAR-11', 90, 86.92, 83621);
INSERT INTO LGINVOICE VALUES (457, '09-MAR-11', 175, 135.28, 83649);
INSERT INTO LGINVOICE VALUES (459, '09-MAR-11', 175, 11.99, 84248);
INSERT INTO LGINVOICE VALUES (460, '09-MAR-11', 128, 219.89, 84191);
INSERT INTO LGINVOICE VALUES (461, '09-MAR-11', 95, 259.94, 83850);
INSERT INTO LGINVOICE VALUES (462, '09-MAR-11', 247, 43.96, 83734);
INSERT INTO LGINVOICE VALUES (463, '10-MAR-11', 248, 150.74, 83763);
INSERT INTO LGINVOICE VALUES (465, '10-MAR-11', 235, 62.45, 83621);
INSERT INTO LGINVOICE VALUES (466, '10-MAR-11', 191, 101.13, 84334);
INSERT INTO LGINVOICE VALUES (467, '10-MAR-11', 192, 136.7, 83649);
INSERT INTO LGINVOICE VALUES (468, '10-MAR-11', 249, 38.97, 83621);
INSERT INTO LGINVOICE VALUES (469, '10-MAR-11', 250, 425.06, 83936);
INSERT INTO LGINVOICE VALUES (471, '11-MAR-11', 142, 190.16, 84021);
INSERT INTO LGINVOICE VALUES (472, '11-MAR-11', 251, 83.25, 83677);
INSERT INTO LGINVOICE VALUES (473, '11-MAR-11', 252, 109.95, 84306);
INSERT INTO LGINVOICE VALUES (474, '11-MAR-11', 221, 81.73, 83936);
INSERT INTO LGINVOICE VALUES (475, '11-MAR-11', 253, 51.87, 84276);
INSERT INTO LGINVOICE VALUES (477, '11-MAR-11', 254, 413.81, 84134);
INSERT INTO LGINVOICE VALUES (478, '11-MAR-11', 255, 219.56, 83964);
INSERT INTO LGINVOICE VALUES (479, '11-MAR-11', 167, 217.7, 83649);
INSERT INTO LGINVOICE VALUES (480, '11-MAR-11', 245, 328.03, 84392);
INSERT INTO LGINVOICE VALUES (481, '11-MAR-11', 256, 107.95, 83621);
INSERT INTO LGINVOICE VALUES (483, '12-MAR-11', 258, 210.62, 84163);
INSERT INTO LGINVOICE VALUES (484, '12-MAR-11', 204, 125.14, 83621);
INSERT INTO LGINVOICE VALUES (485, '12-MAR-11', 167, 22.59, 84306);
INSERT INTO LGINVOICE VALUES (486, '12-MAR-11', 259, 93.31, 83936);
INSERT INTO LGINVOICE VALUES (487, '12-MAR-11', 104, 208.7, 83993);
INSERT INTO LGINVOICE VALUES (489, '12-MAR-11', 201, 71.31, 84106);
INSERT INTO LGINVOICE VALUES (490, '12-MAR-11', 260, 25.98, 84248);
INSERT INTO LGINVOICE VALUES (491, '12-MAR-11', 215, 74.95, 83509);
INSERT INTO LGINVOICE VALUES (492, '12-MAR-11', 261, 109.1, 83850);
INSERT INTO LGINVOICE VALUES (493, '13-MAR-11', 119, 181.39, 83509);
INSERT INTO LGINVOICE VALUES (495, '13-MAR-11', 262, 57.95, 84276);
INSERT INTO LGINVOICE VALUES (496, '13-MAR-11', 263, 210.51, 83792);
INSERT INTO LGINVOICE VALUES (497, '13-MAR-11', 264, 71.57, 83906);
INSERT INTO LGINVOICE VALUES (498, '13-MAR-11', 240, 112.12, 83621);
INSERT INTO LGINVOICE VALUES (499, '13-MAR-11', 265, 236.85, 84049);
INSERT INTO LGINVOICE VALUES (501, '14-MAR-11', 217, 287.53, 83705);
INSERT INTO LGINVOICE VALUES (502, '14-MAR-11', 263, 220.23, 83593);
INSERT INTO LGINVOICE VALUES (503, '14-MAR-11', 266, 401.07, 84364);
INSERT INTO LGINVOICE VALUES (504, '14-MAR-11', 178, 276.34, 84276);
INSERT INTO LGINVOICE VALUES (506, '14-MAR-11', 255, 389.53, 83621);
INSERT INTO LGINVOICE VALUES (507, '14-MAR-11', 116, 16.98, 83878);
INSERT INTO LGINVOICE VALUES (508, '14-MAR-11', 267, 162.89, 84334);
INSERT INTO LGINVOICE VALUES (509, '14-MAR-11', 217, 167.74, 83537);
INSERT INTO LGINVOICE VALUES (510, '15-MAR-11', 128, 159.95, 83509);
INSERT INTO LGINVOICE VALUES (512, '15-MAR-11', 206, 153.8, 83792);
INSERT INTO LGINVOICE VALUES (513, '15-MAR-11', 145, 75.96, 84191);
INSERT INTO LGINVOICE VALUES (514, '15-MAR-11', 179, 361.21, 83993);
INSERT INTO LGINVOICE VALUES (515, '15-MAR-11', 268, 362.61, 84276);
INSERT INTO LGINVOICE VALUES (516, '16-MAR-11', 150, 214.97, 83734);
INSERT INTO LGINVOICE VALUES (518, '16-MAR-11', 239, 117.95, 84219);
INSERT INTO LGINVOICE VALUES (519, '16-MAR-11', 128, 37.96, 84364);
INSERT INTO LGINVOICE VALUES (520, '16-MAR-11', 270, 188.88, 84191);
INSERT INTO LGINVOICE VALUES (521, '16-MAR-11', 271, 233.85, 84191);
INSERT INTO LGINVOICE VALUES (522, '16-MAR-11', 106, 273.45, 83649);
INSERT INTO LGINVOICE VALUES (524, '17-MAR-11', 134, 306.22, 83936);
INSERT INTO LGINVOICE VALUES (525, '17-MAR-11', 272, 405.09, 84392);
INSERT INTO LGINVOICE VALUES (526, '17-MAR-11', 273, 176.95, 83878);
INSERT INTO LGINVOICE VALUES (527, '17-MAR-11', 136, 115.96, 83964);
INSERT INTO LGINVOICE VALUES (528, '17-MAR-11', 274, 56.97, 83792);
INSERT INTO LGINVOICE VALUES (530, '17-MAR-11', 275, 260.72, 83906);
INSERT INTO LGINVOICE VALUES (531, '17-MAR-11', 276, 231.97, 83993);
INSERT INTO LGINVOICE VALUES (532, '17-MAR-11', 182, 112.57, 84306);
INSERT INTO LGINVOICE VALUES (534, '18-MAR-11', 277, 203.08, 83593);
INSERT INTO LGINVOICE VALUES (535, '18-MAR-11', 278, 244.88, 84276);
INSERT INTO LGINVOICE VALUES (538, '18-MAR-11', 201, 236.63, 83621);
INSERT INTO LGINVOICE VALUES (540, '18-MAR-11', 126, 56.97, 84334);
INSERT INTO LGINVOICE VALUES (541, '18-MAR-11', 95, 338.34, 83936);
INSERT INTO LGINVOICE VALUES (543, '18-MAR-11', 261, 275.88, 83593);
INSERT INTO LGINVOICE VALUES (544, '18-MAR-11', 280, 95.55, 83878);
INSERT INTO LGINVOICE VALUES (547, '19-MAR-11', 173, 165.55, 84078);
INSERT INTO LGINVOICE VALUES (549, '19-MAR-11', 168, 222, 84191);
INSERT INTO LGINVOICE VALUES (550, '19-MAR-11', 164, 126.91, 84219);
INSERT INTO LGINVOICE VALUES (552, '19-MAR-11', 89, 115.74, 83649);
INSERT INTO LGINVOICE VALUES (553, '19-MAR-11', 241, 143.24, 83763);
INSERT INTO LGINVOICE VALUES (556, '19-MAR-11', 254, 159.95, 83677);
INSERT INTO LGINVOICE VALUES (558, '20-MAR-11', 116, 194.36, 83906);
INSERT INTO LGINVOICE VALUES (559, '20-MAR-11', 285, 387.15, 83649);
INSERT INTO LGINVOICE VALUES (561, '20-MAR-11', 270, 67.96, 84021);
INSERT INTO LGINVOICE VALUES (563, '20-MAR-11', 245, 55.96, 84219);
INSERT INTO LGINVOICE VALUES (565, '21-MAR-11', 275, 186.87, 83593);
INSERT INTO LGINVOICE VALUES (566, '21-MAR-11', 289, 70.95, 84364);
INSERT INTO LGINVOICE VALUES (568, '21-MAR-11', 113, 247.99, 83537);
INSERT INTO LGINVOICE VALUES (569, '21-MAR-11', 187, 156.12, 84106);
INSERT INTO LGINVOICE VALUES (572, '21-MAR-11', 183, 112.6, 83677);
INSERT INTO LGINVOICE VALUES (574, '22-MAR-11', 293, 301.7, 83537);
INSERT INTO LGINVOICE VALUES (575, '22-MAR-11', 294, 345.86, 83649);
INSERT INTO LGINVOICE VALUES (577, '22-MAR-11', 159, 292.84, 83509);
INSERT INTO LGINVOICE VALUES (578, '22-MAR-11', 159, 74.36, 83593);
INSERT INTO LGINVOICE VALUES (581, '22-MAR-11', 92, 196.26, 83677);
INSERT INTO LGINVOICE VALUES (583, '22-MAR-11', 130, 17.99, 83936);
INSERT INTO LGINVOICE VALUES (584, '23-MAR-11', 299, 107.22, 84334);
INSERT INTO LGINVOICE VALUES (586, '23-MAR-11', 300, 486.32, 83792);
INSERT INTO LGINVOICE VALUES (587, '23-MAR-11', 176, 238.08, 83565);
INSERT INTO LGINVOICE VALUES (590, '23-MAR-11', 274, 241.31, 84392);
INSERT INTO LGINVOICE VALUES (592, '23-MAR-11', 303, 198.96, 84276);
INSERT INTO LGINVOICE VALUES (593, '23-MAR-11', 304, 341.67, 83565);
INSERT INTO LGINVOICE VALUES (595, '24-MAR-11', 302, 458.63, 84021);
INSERT INTO LGINVOICE VALUES (596, '24-MAR-11', 305, 136.72, 84021);
INSERT INTO LGINVOICE VALUES (599, '24-MAR-11', 307, 191.63, 83906);
INSERT INTO LGINVOICE VALUES (601, '24-MAR-11', 297, 14.59, 84163);
INSERT INTO LGINVOICE VALUES (602, '24-MAR-11', 125, 164.13, 84191);
INSERT INTO LGINVOICE VALUES (604, '24-MAR-11', 309, 128.02, 83677);
INSERT INTO LGINVOICE VALUES (605, '25-MAR-11', 260, 54.97, 84248);
INSERT INTO LGINVOICE VALUES (608, '25-MAR-11', 305, 170.28, 83792);
INSERT INTO LGINVOICE VALUES (610, '25-MAR-11', 311, 286.57, 84392);
INSERT INTO LGINVOICE VALUES (611, '25-MAR-11', 312, 76.35, 84334);
INSERT INTO LGINVOICE VALUES (612, '25-MAR-11', 313, 16.99, 84134);
INSERT INTO LGINVOICE VALUES (614, '25-MAR-11', 108, 334.12, 84078);
INSERT INTO LGINVOICE VALUES (616, '26-MAR-11', 180, 221.85, 83593);
INSERT INTO LGINVOICE VALUES (617, '26-MAR-11', 316, 71.96, 83734);
INSERT INTO LGINVOICE VALUES (618, '26-MAR-11', 317, 429, 84276);
INSERT INTO LGINVOICE VALUES (619, '26-MAR-11', 115, 109.14, 84219);
INSERT INTO LGINVOICE VALUES (620, '26-MAR-11', 318, 222.85, 84106);
INSERT INTO LGINVOICE VALUES (622, '26-MAR-11', 231, 462.01, 83677);
INSERT INTO LGINVOICE VALUES (623, '26-MAR-11', 120, 116.13, 84334);
INSERT INTO LGINVOICE VALUES (624, '26-MAR-11', 218, 190.06, 84163);
INSERT INTO LGINVOICE VALUES (625, '26-MAR-11', 320, 165.49, 84106);
INSERT INTO LGINVOICE VALUES (626, '26-MAR-11', 321, 63.75, 84163);
INSERT INTO LGINVOICE VALUES (628, '27-MAR-11', 102, 105.1, 83537);
INSERT INTO LGINVOICE VALUES (629, '27-MAR-11', 182, 313.84, 84021);
INSERT INTO LGINVOICE VALUES (630, '27-MAR-11', 267, 228.89, 84078);
INSERT INTO LGINVOICE VALUES (631, '27-MAR-11', 322, 139.73, 83621);
INSERT INTO LGINVOICE VALUES (632, '27-MAR-11', 323, 210.45, 84163);
INSERT INTO LGINVOICE VALUES (634, '28-MAR-11', 145, 144.53, 83593);
INSERT INTO LGINVOICE VALUES (635, '28-MAR-11', 289, 274.39, 84334);
INSERT INTO LGINVOICE VALUES (636, '28-MAR-11', 325, 127.9, 83509);
INSERT INTO LGINVOICE VALUES (637, '28-MAR-11', 261, 32.95, 84219);
INSERT INTO LGINVOICE VALUES (638, '28-MAR-11', 287, 185.82, 84163);
INSERT INTO LGINVOICE VALUES (640, '28-MAR-11', 225, 129.11, 84163);
INSERT INTO LGINVOICE VALUES (641, '28-MAR-11', 297, 437, 83763);
INSERT INTO LGINVOICE VALUES (642, '28-MAR-11', 326, 197.93, 84420);
INSERT INTO LGINVOICE VALUES (643, '29-MAR-11', 113, 493.2, 84248);
INSERT INTO LGINVOICE VALUES (644, '29-MAR-11', 327, 268.82, 83993);
INSERT INTO LGINVOICE VALUES (646, '29-MAR-11', 117, 467.4, 83705);
INSERT INTO LGINVOICE VALUES (647, '29-MAR-11', 329, 205.34, 84364);
INSERT INTO LGINVOICE VALUES (648, '29-MAR-11', 330, 189.36, 83792);
INSERT INTO LGINVOICE VALUES (649, '29-MAR-11', 331, 327.91, 84106);
INSERT INTO LGINVOICE VALUES (651, '29-MAR-11', 215, 274.46, 83705);
INSERT INTO LGINVOICE VALUES (652, '29-MAR-11', 165, 215.91, 83993);
INSERT INTO LGINVOICE VALUES (653, '29-MAR-11', 332, 450.3, 84163);
INSERT INTO LGINVOICE VALUES (654, '29-MAR-11', 210, 67.96, 83820);
INSERT INTO LGINVOICE VALUES (655, '30-MAR-11', 229, 255.67, 84191);
INSERT INTO LGINVOICE VALUES (657, '30-MAR-11', 333, 14.59, 83936);
INSERT INTO LGINVOICE VALUES (658, '30-MAR-11', 334, 56.95, 84134);
INSERT INTO LGINVOICE VALUES (659, '30-MAR-11', 335, 284.45, 83705);
INSERT INTO LGINVOICE VALUES (660, '30-MAR-11', 336, 79.66, 83850);
INSERT INTO LGINVOICE VALUES (661, '30-MAR-11', 302, 114.92, 84276);
INSERT INTO LGINVOICE VALUES (663, '30-MAR-11', 212, 199.86, 83537);
INSERT INTO LGINVOICE VALUES (664, '30-MAR-11', 265, 224.9, 83565);
INSERT INTO LGINVOICE VALUES (665, '31-MAR-11', 266, 346.83, 83593);
INSERT INTO LGINVOICE VALUES (666, '31-MAR-11', 89, 516.58, 84276);
INSERT INTO LGINVOICE VALUES (667, '31-MAR-11', 337, 23.98, 84163);
INSERT INTO LGINVOICE VALUES (669, '31-MAR-11', 316, 266.43, 83820);
INSERT INTO LGINVOICE VALUES (670, '31-MAR-11', 338, 468.81, 84134);
INSERT INTO LGINVOICE VALUES (671, '31-MAR-11', 252, 71.98, 84219);
INSERT INTO LGINVOICE VALUES (672, '31-MAR-11', 245, 60.76, 84021);
INSERT INTO LGINVOICE VALUES (673, '31-MAR-11', 339, 178.9, 84276);
INSERT INTO LGINVOICE VALUES (675, '31-MAR-11', 340, 392.24, 83677);
INSERT INTO LGINVOICE VALUES (676, '01-APR-11', 198, 175.73, 83993);
INSERT INTO LGINVOICE VALUES (677, '01-APR-11', 276, 445.54, 83878);
INSERT INTO LGINVOICE VALUES (678, '01-APR-11', 341, 135.31, 84276);
INSERT INTO LGINVOICE VALUES (679, '01-APR-11', 342, 55.16, 83537);
INSERT INTO LGINVOICE VALUES (681, '01-APR-11', 122, 143.94, 83565);
INSERT INTO LGINVOICE VALUES (682, '01-APR-11', 315, 274.18, 84392);
INSERT INTO LGINVOICE VALUES (683, '02-APR-11', 257, 51.94, 84021);
INSERT INTO LGINVOICE VALUES (684, '02-APR-11', 343, 332.65, 83763);
INSERT INTO LGINVOICE VALUES (685, '02-APR-11', 114, 227.67, 84392);
INSERT INTO LGINVOICE VALUES (687, '02-APR-11', 334, 112.9, 83621);
INSERT INTO LGINVOICE VALUES (688, '02-APR-11', 344, 181.79, 83820);
INSERT INTO LGINVOICE VALUES (689, '02-APR-11', 345, 173.87, 84219);
INSERT INTO LGINVOICE VALUES (690, '02-APR-11', 231, 191.94, 83621);
INSERT INTO LGINVOICE VALUES (691, '03-APR-11', 141, 136.64, 83850);
INSERT INTO LGINVOICE VALUES (693, '03-APR-11', 131, 379.86, 83593);
INSERT INTO LGINVOICE VALUES (694, '03-APR-11', 236, 369.23, 83734);
INSERT INTO LGINVOICE VALUES (695, '03-APR-11', 230, 102.95, 84191);
INSERT INTO LGINVOICE VALUES (696, '03-APR-11', 346, 21.99, 83850);
INSERT INTO LGINVOICE VALUES (697, '03-APR-11', 347, 340.82, 84248);
INSERT INTO LGINVOICE VALUES (699, '03-APR-11', 212, 174.11, 83792);
INSERT INTO LGINVOICE VALUES (701, '03-APR-11', 271, 119.95, 84334);
INSERT INTO LGINVOICE VALUES (702, '04-APR-11', 238, 47.37, 84163);
INSERT INTO LGINVOICE VALUES (709, '04-APR-11', 90, 310.99, 83677);
INSERT INTO LGINVOICE VALUES (710, '04-APR-11', 110, 140.21, 84219);
INSERT INTO LGINVOICE VALUES (713, '05-APR-11', 237, 116.82, 84106);
INSERT INTO LGINVOICE VALUES (715, '05-APR-11', 353, 75.57, 84106);
INSERT INTO LGINVOICE VALUES (716, '05-APR-11', 354, 311.03, 84248);
INSERT INTO LGINVOICE VALUES (718, '05-APR-11', 138, 561.95, 83649);
INSERT INTO LGINVOICE VALUES (719, '05-APR-11', 177, 27.18, 83878);
INSERT INTO LGINVOICE VALUES (722, '06-APR-11', 113, 219.29, 83593);
INSERT INTO LGINVOICE VALUES (723, '06-APR-11', 105, 140.9, 83906);
INSERT INTO LGINVOICE VALUES (725, '06-APR-11', 356, 429.02, 84364);
INSERT INTO LGINVOICE VALUES (726, '06-APR-11', 357, 228.69, 84021);
INSERT INTO LGINVOICE VALUES (728, '06-APR-11', 197, 31.38, 84106);
INSERT INTO LGINVOICE VALUES (731, '07-APR-11', 172, 65.98, 83936);
INSERT INTO LGINVOICE VALUES (732, '07-APR-11', 244, 74.35, 83792);
INSERT INTO LGINVOICE VALUES (734, '07-APR-11', 359, 9.99, 84334);
INSERT INTO LGINVOICE VALUES (735, '07-APR-11', 360, 20.59, 84219);
INSERT INTO LGINVOICE VALUES (736, '07-APR-11', 361, 281.07, 83509);
INSERT INTO LGINVOICE VALUES (739, '07-APR-11', 364, 13.99, 83878);
INSERT INTO LGINVOICE VALUES (741, '08-APR-11', 164, 47.96, 84106);
INSERT INTO LGINVOICE VALUES (742, '08-APR-11', 261, 227.84, 84219);
INSERT INTO LGINVOICE VALUES (744, '08-APR-11', 307, 353.03, 83906);
INSERT INTO LGINVOICE VALUES (747, '08-APR-11', 241, 38.97, 83936);
INSERT INTO LGINVOICE VALUES (748, '08-APR-11', 210, 195.91, 83820);
INSERT INTO LGINVOICE VALUES (749, '09-APR-11', 335, 35.38, 83878);
INSERT INTO LGINVOICE VALUES (751, '09-APR-11', 324, 232.18, 83734);
INSERT INTO LGINVOICE VALUES (752, '09-APR-11', 212, 259.24, 84219);
INSERT INTO LGINVOICE VALUES (755, '09-APR-11', 368, 23.98, 83850);
INSERT INTO LGINVOICE VALUES (757, '09-APR-11', 242, 149.76, 83763);
INSERT INTO LGINVOICE VALUES (758, '09-APR-11', 103, 206.91, 84219);
INSERT INTO LGINVOICE VALUES (760, '10-APR-11', 370, 32.97, 83593);
INSERT INTO LGINVOICE VALUES (761, '10-APR-11', 371, 85.85, 84334);
INSERT INTO LGINVOICE VALUES (764, '10-APR-11', 372, 250.66, 84191);
INSERT INTO LGINVOICE VALUES (766, '10-APR-11', 213, 156.2, 83936);
INSERT INTO LGINVOICE VALUES (767, '10-APR-11', 223, 161.28, 83993);
INSERT INTO LGINVOICE VALUES (769, '11-APR-11', 374, 89.95, 83850);
INSERT INTO LGINVOICE VALUES (770, '11-APR-11', 375, 30.17, 83565);
INSERT INTO LGINVOICE VALUES (773, '11-APR-11', 301, 149.89, 84364);
INSERT INTO LGINVOICE VALUES (774, '11-APR-11', 361, 182.07, 83734);
INSERT INTO LGINVOICE VALUES (776, '11-APR-11', 376, 123.97, 84306);
INSERT INTO LGINVOICE VALUES (777, '12-APR-11', 125, 161.88, 83621);
INSERT INTO LGINVOICE VALUES (779, '12-APR-11', 99, 399.45, 84219);
INSERT INTO LGINVOICE VALUES (782, '12-APR-11', 378, 69.95, 83649);
INSERT INTO LGINVOICE VALUES (783, '12-APR-11', 379, 466.4, 83936);
INSERT INTO LGINVOICE VALUES (785, '13-APR-11', 381, 231.06, 83734);
INSERT INTO LGINVOICE VALUES (786, '13-APR-11', 315, 22.28, 84276);
INSERT INTO LGINVOICE VALUES (788, '13-APR-11', 382, 225.15, 84276);
INSERT INTO LGINVOICE VALUES (790, '13-APR-11', 383, 59.95, 84364);
INSERT INTO LGINVOICE VALUES (791, '13-APR-11', 225, 134.93, 83593);
INSERT INTO LGINVOICE VALUES (792, '13-APR-11', 257, 13.59, 83763);
INSERT INTO LGINVOICE VALUES (793, '13-APR-11', 384, 344.31, 83621);
INSERT INTO LGINVOICE VALUES (795, '14-APR-11', 386, 314.43, 84306);
INSERT INTO LGINVOICE VALUES (796, '14-APR-11', 387, 192.12, 83820);
INSERT INTO LGINVOICE VALUES (797, '14-APR-11', 88, 203.92, 83734);
INSERT INTO LGINVOICE VALUES (798, '14-APR-11', 369, 369.79, 83878);
INSERT INTO LGINVOICE VALUES (799, '14-APR-11', 388, 74.95, 83936);
INSERT INTO LGINVOICE VALUES (801, '14-APR-11', 389, 329.8, 83593);
INSERT INTO LGINVOICE VALUES (802, '14-APR-11', 160, 107.93, 83906);
INSERT INTO LGINVOICE VALUES (803, '14-APR-11', 202, 373.8, 83734);
INSERT INTO LGINVOICE VALUES (804, '15-APR-11', 103, 547.98, 83820);
INSERT INTO LGINVOICE VALUES (806, '15-APR-11', 390, 256.73, 83993);
INSERT INTO LGINVOICE VALUES (807, '15-APR-11', 313, 77.98, 84134);
INSERT INTO LGINVOICE VALUES (808, '15-APR-11', 198, 269.41, 84191);
INSERT INTO LGINVOICE VALUES (809, '15-APR-11', 225, 206.88, 84134);
INSERT INTO LGINVOICE VALUES (810, '15-APR-11', 203, 103.87, 83649);
INSERT INTO LGINVOICE VALUES (812, '16-APR-11', 307, 236.98, 84420);
INSERT INTO LGINVOICE VALUES (813, '16-APR-11', 391, 357.4, 84364);
INSERT INTO LGINVOICE VALUES (814, '16-APR-11', 392, 407.01, 84078);
INSERT INTO LGINVOICE VALUES (815, '16-APR-11', 152, 9.99, 84276);
INSERT INTO LGINVOICE VALUES (816, '16-APR-11', 274, 262.87, 83649);
INSERT INTO LGINVOICE VALUES (818, '16-APR-11', 394, 130.12, 84021);
INSERT INTO LGINVOICE VALUES (819, '16-APR-11', 99, 475.54, 84049);
INSERT INTO LGINVOICE VALUES (820, '17-APR-11', 395, 337.16, 83850);
INSERT INTO LGINVOICE VALUES (821, '17-APR-11', 386, 515.8, 83878);
INSERT INTO LGINVOICE VALUES (822, '17-APR-11', 330, 655.5, 84078);
INSERT INTO LGINVOICE VALUES (824, '17-APR-11', 397, 221.23, 83964);
INSERT INTO LGINVOICE VALUES (825, '17-APR-11', 294, 33.58, 84276);
INSERT INTO LGINVOICE VALUES (826, '17-APR-11', 327, 87.98, 84276);
INSERT INTO LGINVOICE VALUES (827, '17-APR-11', 127, 74.36, 83734);
INSERT INTO LGINVOICE VALUES (828, '17-APR-11', 388, 159.52, 83677);
INSERT INTO LGINVOICE VALUES (830, '17-APR-11', 244, 312.43, 84219);
INSERT INTO LGINVOICE VALUES (831, '18-APR-11', 382, 149.3, 83649);
INSERT INTO LGINVOICE VALUES (832, '18-APR-11', 399, 248.91, 83705);
INSERT INTO LGINVOICE VALUES (833, '18-APR-11', 363, 97.76, 83850);
INSERT INTO LGINVOICE VALUES (834, '18-APR-11', 352, 104.94, 83537);
INSERT INTO LGINVOICE VALUES (836, '18-APR-11', 400, 199.08, 83621);
INSERT INTO LGINVOICE VALUES (837, '18-APR-11', 401, 234.21, 84163);
INSERT INTO LGINVOICE VALUES (838, '19-APR-11', 402, 215.9, 83621);
INSERT INTO LGINVOICE VALUES (839, '19-APR-11', 288, 384.84, 83964);
INSERT INTO LGINVOICE VALUES (840, '19-APR-11', 403, 257.01, 84364);
INSERT INTO LGINVOICE VALUES (842, '19-APR-11', 405, 171.88, 83792);
INSERT INTO LGINVOICE VALUES (843, '19-APR-11', 406, 211.56, 84276);
